id,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,Class
1456,4290.26,4000.51,4252.82,4101.54,4327.69,4602.05,4087.69,4612.82,4192.31,4221.03,4195.9,4274.87,4593.33,4361.03,2
1457,4284.62,4000.51,4252.31,4101.03,4324.62,4601.54,4089.23,4607.18,4187.18,4214.36,4194.87,4273.33,4587.69,4359.49,2
1458,4290.77,3999.49,4261.54,4103.59,4325.64,4598.46,4085.64,4603.08,4186.67,4210.77,4197.44,4278.97,4586.67,4366.15,2
1459,4296.92,4000,4263.08,4106.15,4329.23,4600,4085.13,4607.18,4190.26,4215.38,4198.97,4282.05,4590.26,4368.21,2
1460,4292.31,4001.03,4260,4104.62,4328.72,4607.18,4090.77,4615.9,4194.87,4219.49,4197.95,4282.05,4593.85,4364.62,2
1461,4287.18,3996.92,4263.08,4101.54,4327.18,4608.72,4094.36,4619.49,4201.54,4220.51,4201.03,4282.56,4592.82,4361.03,2
1462,4288.72,3997.44,4265.13,4102.56,4329.74,4606.67,4093.85,4617.95,4202.56,4220,4202.56,4278.97,4589.23,4357.44,2
1463,4292.31,4005.64,4264.62,4106.15,4331.79,4605.13,4089.23,4615.38,4197.44,4221.03,4198.97,4276.92,4589.74,4360,2
1464,4298.46,4010.26,4265.13,4108.72,4330.77,4601.03,4083.59,4608.72,4193.85,4221.03,4198.97,4278.97,4594.36,4365.64,2
1465,4302.05,4006.67,4264.62,4105.64,4331.28,4600,4084.1,4609.23,4193.85,4222.05,4203.08,4279.49,4596.41,4367.18,2
1466,4301.54,4005.13,4265.64,4106.67,4333.33,4609.74,4090.77,4626.15,4207.18,4226.67,4206.67,4279.49,4601.03,4371.79,2
1467,4304.1,4012.31,4267.69,4115.9,4334.36,4616.92,4094.87,4633.33,4216.92,4229.74,4210.26,4285.13,4604.1,4374.87,2
1468,4306.15,4016.41,4266.15,4117.44,4337.95,4613.85,4091.28,4619.49,4206.15,4229.74,4208.21,4286.67,4604.62,4371.79,2
1469,4304.1,4013.33,4264.1,4111.79,4341.54,4613.85,4090.77,4614.36,4204.1,4232.82,4206.67,4281.03,4605.13,4369.23,2
1470,4300.51,4007.18,4264.62,4110.77,4341.54,4618.46,4098.46,4623.08,4213.33,4231.79,4212.82,4281.54,4600,4367.69,2
1471,4296.92,4006.15,4264.62,4111.28,4338.97,4617.95,4097.95,4620,4200,4225.13,4207.69,4283.59,4592.31,4362.56,2
1472,4293.33,4006.15,4264.62,4106.15,4334.36,4612.82,4089.23,4610.26,4184.1,4216.41,4194.36,4282.05,4587.18,4357.44,2
1473,4291.28,3997.44,4263.59,4102.56,4328.21,4608.72,4086.67,4611.28,4190.77,4213.33,4193.33,4275.9,4582.05,4353.85,2
1474,4289.23,3991.28,4261.03,4105.13,4325.13,4605.13,4089.74,4612.82,4196.41,4215.38,4202.56,4273.85,4582.56,4356.41,2
1475,4288.21,4001.54,4262.05,4105.64,4328.21,4604.1,4088.72,4610.26,4198.46,4223.08,4208.21,4281.54,4597.95,4364.62,2
1476,4291.79,4008.72,4264.62,4107.69,4332.31,4608.21,4086.67,4613.85,4205.13,4230.77,4208.72,4286.15,4604.1,4364.1,2
1477,4293.85,3997.95,4264.62,4108.72,4332.31,4615.38,4090.77,4618.97,4209.23,4228.21,4205.13,4278.97,4589.74,4353.33,2
1478,4290.77,3993.33,4261.54,4106.67,4331.28,4615.9,4095.9,4620.51,4208.72,4225.64,4201.54,4273.85,4585.13,4351.79,2
1479,4290.77,4002.56,4262.56,4107.18,4331.28,4610.26,4094.87,4616.92,4203.08,4231.79,4206.15,4280.51,4597.95,4363.08,2
1480,4297.95,4008.72,4270.77,4110.77,4332.31,4607.69,4089.23,4613.33,4195.38,4234.36,4212.31,4287.69,4607.69,4371.28,2
1481,4300,4007.18,4272.82,4111.28,4330.77,4607.18,4088.21,4615.9,4200,4225.13,4209.23,4288.72,4601.54,4364.62,2
1482,4291.79,4002.05,4266.67,4107.69,4331.79,4611.79,4088.21,4620.51,4202.05,4217.44,4197.95,4282.56,4590.26,4355.9,2
1483,4287.18,4000.51,4266.67,4106.67,4334.87,4614.87,4086.15,4614.87,4195.9,4221.03,4193.85,4277.95,4587.69,4357.44,2
1484,4294.36,4005.13,4268.21,4109.74,4336.41,4610.26,4083.59,4605.64,4200,4226.15,4201.03,4280.51,4593.33,4363.08,2
1485,4301.03,4008.72,4265.64,4115.38,4341.54,4608.21,4081.54,4605.64,4201.54,4230.77,4208.72,4284.1,4601.54,4368.21,2
1486,4302.05,4008.21,4272.31,4120,4346.15,4612.82,4083.59,4611.79,4199.49,4233.85,4214.87,4288.72,4609.23,4375.38,2
1487,4309.23,4012.82,4282.56,4122.05,4342.05,4614.87,4087.69,4616.41,4204.62,4237.95,4224.62,4298.97,4617.95,4380.51,2
1488,4313.33,4016.41,4282.56,4121.54,4338.97,4613.33,4093.33,4622.56,4212.82,4242.05,4229.23,4302.05,4620,4380,2
1489,4307.18,4013.85,4280.51,4120.51,4344.1,4616.92,4091.79,4628.72,4216.92,4242.56,4226.15,4292.82,4615.38,4376.92,2
1490,4301.03,4011.28,4274.36,4121.54,4346.15,4618.46,4087.18,4627.69,4217.44,4240.51,4221.03,4286.15,4612.82,4373.33,2
1491,4301.03,4013.85,4263.59,4118.46,4341.03,4617.95,4089.23,4625.13,4215.9,4238.46,4215.38,4285.13,4612.82,4371.28,2
1492,4298.46,4009.74,4262.56,4111.79,4335.9,4618.46,4090.26,4623.08,4206.67,4234.36,4211.79,4284.62,4608.72,4369.74,2
1493,4293.85,4003.59,4273.33,4113.33,4337.95,4616.41,4085.64,4614.87,4195.9,4227.18,4210.77,4286.15,4603.59,4368.72,2
1494,4296.41,4008.72,4278.46,4121.54,4342.56,4608.72,4080,4607.69,4195.9,4227.18,4209.74,4288.72,4605.13,4372.31,2
1495,4301.03,4014.87,4269.74,4122.56,4339.49,4602.56,4077.44,4609.23,4201.54,4229.74,4209.74,4284.62,4607.69,4370.26,2
1496,4296.92,4015.9,4262.56,4121.03,4338.46,4609.23,4080.51,4613.85,4201.03,4229.74,4210.77,4279.49,4607.69,4362.05,2
1497,4291.79,4013.85,4265.13,4122.56,4344.1,4617.44,4085.64,4615.38,4199.49,4231.28,4208.72,4280.51,4605.64,4362.56,2
1498,4289.74,4006.15,4266.15,4120.51,4342.56,4616.92,4087.18,4622.56,4212.82,4234.87,4207.69,4279.49,4602.05,4361.54,2
1499,4286.67,4002.56,4261.54,4117.95,4335.38,4617.95,4089.23,4630.26,4218.46,4240.51,4208.21,4276.92,4601.54,4355.38,2
1500,4286.15,4007.69,4262.05,4121.54,4339.49,4617.95,4085.13,4619.49,4210.77,4238.97,4209.23,4278.97,4602.56,4358.46,2
1501,4288.21,4008.21,4265.64,4121.54,4342.05,4614.87,4075.9,4611.28,4206.15,4229.23,4210.77,4282.05,4602.56,4367.18,2
1502,4286.67,4002.05,4264.62,4111.79,4333.85,4613.85,4070.77,4618.97,4206.15,4225.13,4211.79,4283.59,4606.15,4366.67,2
1503,4283.08,3999.49,4263.08,4108.72,4330.26,4610.26,4071.79,4619.49,4207.69,4230.77,4210.77,4282.56,4606.15,4364.1,2
1504,4284.1,4001.03,4264.62,4116.92,4335.9,4607.69,4077.95,4615.9,4207.69,4231.79,4207.18,4278.46,4600,4363.59,2
1505,4289.23,4006.67,4266.67,4122.05,4341.54,4612.31,4080.51,4619.49,4201.03,4224.1,4207.69,4276.92,4597.44,4362.56,2
1506,4293.85,4011.79,4267.18,4123.08,4340.51,4615.9,4076.41,4619.49,4195.38,4220.51,4208.72,4281.03,4599.49,4366.15,2
1507,4295.38,4007.69,4269.74,4122.56,4339.49,4615.38,4076.92,4615.9,4198.46,4218.46,4205.13,4286.67,4602.56,4371.79,2
1508,4295.38,4007.18,4275.9,4121.03,4344.1,4617.95,4082.56,4618.97,4207.69,4226.67,4208.72,4290.26,4607.69,4377.95,2
1509,4301.03,4016.92,4278.97,4129.23,4346.67,4616.41,4083.59,4621.03,4213.33,4245.64,4222.56,4291.28,4615.38,4386.67,2
1510,4306.15,4023.08,4276.92,4138.46,4340.51,4608.72,4077.44,4620.51,4212.31,4246.15,4225.13,4291.28,4619.49,4387.18,2
1511,4302.56,4016.41,4277.95,4131.28,4335.9,4606.67,4074.87,4616.92,4204.1,4231.28,4213.33,4289.74,4613.33,4377.95,2
1512,4301.03,4009.23,4275.38,4121.54,4340.51,4611.79,4080,4614.36,4206.15,4232.82,4208.72,4287.69,4606.67,4374.36,2
1513,4296.92,4009.74,4268.21,4123.08,4344.1,4616.41,4081.54,4617.95,4211.79,4238.97,4211.28,4281.54,4606.67,4373.85,2
1514,4289.74,4010.77,4262.05,4123.59,4342.05,4616.92,4077.44,4614.87,4203.08,4227.18,4206.15,4273.85,4601.03,4367.18,2
1515,4289.74,4010.77,4263.08,4123.59,4344.1,4619.49,4080,4609.74,4198.97,4221.54,4203.08,4274.36,4597.44,4367.69,2
1516,4297.95,4015.9,4271.28,4133.33,4349.74,4625.64,4087.18,4612.82,4206.67,4232.31,4209.74,4278.46,4605.13,4376.92,2
1517,4297.95,4022.05,4277.95,4139.49,4351.28,4627.69,4084.62,4617.44,4208.72,4236.41,4211.79,4281.54,4607.69,4378.46,2
1518,4295.38,4023.59,4277.95,4137.44,4349.23,4627.18,4080.51,4624.1,4214.36,4234.36,4210.26,4282.56,4604.62,4372.31,2
1519,4297.95,4019.49,4274.36,4135.9,4348.21,4626.15,4085.64,4632.82,4222.05,4237.44,4211.28,4283.59,4605.64,4371.79,2
1520,4294.36,4012.82,4269.74,4135.9,4344.62,4622.05,4090.77,4631.79,4218.97,4238.46,4206.67,4282.56,4600,4371.79,2
1521,4287.69,4009.74,4264.1,4135.9,4342.05,4618.46,4090.26,4625.13,4209.23,4229.74,4201.54,4277.95,4591.79,4369.74,2
1522,4290.77,4013.85,4263.08,4133.33,4344.1,4617.44,4084.1,4618.46,4204.62,4226.15,4205.64,4275.38,4598.46,4372.82,2
1523,4296.92,4012.82,4266.67,4127.18,4344.1,4614.36,4077.44,4610.77,4206.15,4231.79,4210.77,4279.49,4607.18,4373.85,2
1524,4290.26,4003.08,4262.56,4120.51,4336.92,4613.85,4079.49,4611.79,4208.21,4231.28,4209.23,4279.49,4602.56,4367.18,2
1525,4281.03,3998.46,4254.36,4120,4330.77,4616.41,4084.62,4614.87,4205.13,4223.08,4207.18,4273.85,4596.92,4365.13,2
1526,4284.1,4003.08,4253.85,4123.08,4331.79,4612.31,4079.49,4611.28,4202.56,4225.64,4206.67,4274.36,4600.51,4368.72,2
1527,4288.21,4002.56,4260,4121.54,4335.9,4608.21,4070.26,4608.72,4198.97,4229.74,4205.64,4275.9,4602.56,4368.72,2
1528,4287.18,3997.95,4261.54,4116.41,4337.95,4612.82,4072.82,4609.23,4196.92,4226.67,4207.69,4276.41,4601.54,4369.23,2
1529,4287.18,4001.54,4259.49,4116.92,4339.49,4617.95,4082.56,4613.33,4207.69,4232.82,4210.77,4277.95,4604.1,4373.85,2
1530,4290.26,4009.74,4264.1,4121.54,4344.62,4618.46,4082.56,4616.92,4214.36,4241.03,4211.28,4276.92,4606.67,4372.82,2
1531,4289.23,4009.74,4263.08,4121.54,4347.69,4617.44,4076.92,4620.51,4208.21,4234.87,4207.18,4273.33,4602.05,4367.69,2
1532,4286.15,4002.56,4252.31,4115.38,4341.54,4616.92,4077.95,4626.15,4211.79,4230.26,4202.56,4270.77,4597.95,4361.54,2
1533,4283.08,4003.08,4247.69,4110.26,4336.92,4616.92,4083.08,4626.15,4211.79,4229.23,4197.44,4266.67,4594.87,4355.9,2
1534,4278.46,4001.54,4248.21,4107.18,4336.41,4614.87,4085.13,4613.85,4190.26,4215.38,4189.74,4260.51,4583.59,4353.33,2
1535,4274.87,3993.33,4244.62,4104.62,4336.41,4614.87,4088.21,4605.64,4185.64,4209.23,4190.77,4262.05,4578.97,4356.92,2
1536,4280.51,3997.95,4249.74,4109.74,4340,4615.9,4091.28,4614.87,4206.67,4230.26,4204.62,4271.28,4596.41,4368.72,2
1537,4287.18,4014.36,4264.62,4118.46,4343.08,4613.85,4088.21,4623.59,4212.31,4245.64,4215.9,4281.03,4613.85,4374.87,2
1538,4287.18,4014.36,4266.67,4118.46,4340,4615.38,4085.13,4622.05,4212.31,4245.64,4220,4284.1,4613.85,4372.31,2
1539,4287.69,4004.62,4261.54,4114.36,4340.51,4620.51,4085.64,4615.38,4216.92,4247.69,4221.54,4279.49,4612.31,4374.36,2
1540,4290.26,4009.23,4263.59,4118.97,4347.69,4621.54,4087.18,4614.36,4209.74,4244.62,4218.97,4274.87,4613.85,4377.95,2
1541,4288.72,4014.36,4263.59,4123.59,4346.67,4620.51,4086.67,4623.08,4205.64,4240,4213.85,4275.9,4612.82,4370.77,2
1542,4289.74,4009.23,4261.54,4121.03,4341.54,4621.03,4082.56,4628.72,4216.92,4243.08,4211.28,4279.49,4609.74,4368.21,2
1543,4294.36,4011.79,4264.62,4120.51,4344.62,4616.92,4072.82,4620.51,4212.82,4240,4210.26,4276.92,4605.64,4374.87,2
1544,4295.9,4022.56,4270.26,4128.21,4350.26,4615.38,4071.28,4610.26,4200,4231.79,4210.77,4271.79,4605.64,4377.44,2
1545,4297.95,4023.08,4274.36,4132.82,4351.28,4617.44,4076.92,4612.31,4208.72,4236.92,4216.92,4275.38,4611.79,4378.97,2
1546,4301.03,4020,4279.49,4127.18,4348.21,4617.44,4073.85,4614.36,4216.92,4247.69,4221.54,4287.69,4620,4387.18,2
1547,4295.9,4016.92,4280.51,4121.03,4342.56,4614.87,4074.36,4614.36,4212.31,4247.18,4222.56,4293.33,4618.97,4384.1,2
1548,4288.72,4010.26,4272.82,4122.05,4340.51,4613.85,4082.05,4618.46,4206.15,4240.51,4220.51,4286.67,4611.28,4370.77,2
1549,4286.15,4007.69,4271.28,4121.54,4344.62,4618.97,4089.23,4622.05,4207.69,4237.95,4216.41,4283.59,4607.69,4372.31,2
1550,4291.28,4008.72,4275.38,4120.51,4344.62,4623.59,4092.31,4624.62,4212.31,4240.51,4216.41,4288.72,4608.72,4378.97,2
1551,4295.38,4007.18,4275.9,4122.05,4338.46,4619.49,4090.26,4627.18,4214.87,4241.03,4219.49,4292.31,4610.77,4377.44,2
1552,4295.38,4009.74,4276.41,4122.05,4342.05,4615.38,4088.21,4627.69,4211.79,4237.95,4218.97,4291.79,4610.77,4379.49,2
1553,4295.38,4015.9,4274.87,4124.62,4348.72,4616.41,4084.1,4623.59,4205.13,4238.97,4215.9,4287.18,4610.77,4379.49,2
1554,4291.28,4009.74,4266.67,4124.1,4341.54,4614.87,4075.38,4616.92,4199.49,4238.97,4212.82,4280,4608.21,4365.13,2
1555,4283.59,4001.03,4261.54,4119.49,4334.87,4610.26,4072.31,4616.41,4200,4231.79,4210.77,4279.49,4602.56,4363.08,2
1556,4286.15,4007.69,4265.64,4122.05,4339.49,4610.77,4075.38,4622.05,4209.23,4234.36,4214.36,4285.64,4608.21,4377.95,2
1557,4291.28,4010.26,4264.1,4121.03,4340.51,4613.85,4074.87,4621.03,4209.23,4239.49,4215.38,4281.54,4610.26,4370.26,2
1558,4284.1,4002.56,4258.97,4112.82,4336.92,4615.38,4072.31,4612.82,4200,4229.74,4205.64,4269.74,4596.92,4353.33,2
1559,4277.44,4003.59,4258.97,4114.36,4341.54,4614.36,4076.41,4611.28,4204.62,4221.03,4203.08,4268.21,4590.77,4360,2
1560,4282.05,4012.31,4261.03,4123.08,4346.67,4614.36,4084.1,4615.9,4214.87,4230.26,4211.28,4277.95,4601.54,4371.79,2
1561,4286.67,4010.77,4264.1,4123.08,4342.56,4617.44,4083.08,4611.79,4202.05,4237.44,4211.28,4282.56,4606.67,4369.74,2
1562,4284.1,4003.08,4261.03,4113.85,4336.92,4615.38,4075.38,4598.46,4181.54,4226.67,4203.59,4274.36,4600,4363.59,2
1563,4281.03,4000.51,4252.31,4106.67,4332.31,4606.15,4077.95,4595.9,4185.64,4225.13,4204.62,4269.74,4600.51,4364.1,2
1564,4281.03,4000,4249.23,4106.67,4329.74,4604.62,4085.13,4608.21,4198.97,4236.41,4211.28,4273.33,4602.05,4365.64,2
1565,4280,4000.51,4253.33,4110.26,4329.74,4610.77,4084.1,4613.33,4194.36,4233.33,4209.74,4273.85,4599.49,4366.67,2
1566,4283.59,4003.59,4257.44,4110.77,4333.85,4611.79,4083.08,4610.26,4193.85,4224.62,4208.21,4274.87,4601.03,4370.26,2
1567,4296.92,4007.18,4267.18,4114.87,4336.92,4610.77,4087.69,4616.92,4210.77,4232.31,4215.38,4286.15,4605.13,4380.51,2
1568,4305.13,4010.77,4277.95,4124.62,4334.87,4614.87,4093.33,4625.64,4220.51,4244.62,4224.62,4296.92,4611.28,4387.69,2
1569,4297.95,4004.1,4273.33,4119.49,4335.38,4620,4097.95,4626.67,4215.9,4240,4222.56,4295.38,4607.69,4375.9,2
1570,4285.64,3987.18,4261.54,4104.1,4335.38,4623.08,4100.51,4626.67,4209.74,4228.72,4208.72,4289.23,4590.26,4361.54,2
1571,4288.21,3989.23,4263.59,4103.59,4334.36,4623.59,4098.97,4623.59,4205.64,4225.64,4207.18,4291.79,4588.21,4377.44,2
1572,4311.79,4014.87,4274.87,4121.03,4339.49,4620,4093.33,4614.87,4198.97,4230.77,4222.56,4301.03,4611.79,4405.64,2
1573,4333.85,4032.31,4284.62,4134.87,4345.64,4618.46,4087.69,4609.23,4191.28,4228.72,4229.23,4306.15,4625.13,4415.38,2
1574,4341.03,4036.92,4289.74,4138.46,4343.59,4618.97,4085.13,4605.64,4183.59,4220,4223.08,4301.54,4616.92,4416.92,2
1575,4346.67,4047.69,4287.69,4139.49,4340.51,4615.9,4081.03,4601.54,4184.62,4218.97,4220,4291.28,4611.79,4416.92,2
1576,4354.36,4057.95,4281.54,4138.46,4343.59,4612.82,4077.44,4604.62,4196.41,4224.1,4220,4283.59,4614.36,4415.38,2
1577,4354.87,4058.46,4279.49,4140.51,4344.62,4615.38,4075.9,4605.64,4202.56,4226.15,4220.51,4286.15,4620,4422.56,2
1578,4360.51,4061.54,4287.69,4149.74,4342.56,4616.41,4074.36,4601.54,4203.08,4231.28,4226.15,4295.38,4628.72,4433.85,2
1579,4369.74,4062.05,4295.38,4151.79,4341.54,4616.92,4078.46,4606.67,4206.67,4236.41,4228.21,4298.46,4628.72,4431.79,2
1580,4364.62,4053.85,4293.85,4142.05,4340,4618.97,4084.1,4614.87,4207.69,4233.85,4223.08,4295.9,4617.44,4424.62,2
1581,4360.51,4055.38,4291.28,4140.51,4340.51,4621.54,4082.05,4615.9,4204.62,4231.79,4222.05,4295.38,4613.33,4429.23,2
1582,4378.97,4076.92,4301.03,4155.38,4344.1,4615.38,4078.97,4612.82,4201.54,4232.82,4229.23,4302.56,4623.59,4448.72,2
1583,4401.54,4097.44,4312.82,4168.21,4346.15,4603.59,4075.38,4606.15,4192.31,4234.36,4235.38,4315.9,4631.79,4465.64,2
1584,4409.74,4106.67,4315.9,4170.77,4344.1,4597.95,4067.69,4596.92,4176.92,4222.56,4228.21,4321.54,4618.97,4464.62,2
1585,4413.85,4113.33,4316.92,4170.26,4343.59,4599.49,4065.13,4592.82,4172.82,4203.08,4212.31,4315.38,4603.08,4455.9,2
1586,4410.26,4115.9,4315.38,4170.77,4343.59,4601.03,4068.21,4592.31,4173.85,4195.9,4206.67,4307.69,4598.46,4449.74,2
1587,4398.46,4114.87,4311.28,4171.79,4341.03,4605.64,4071.28,4587.69,4170.26,4196.92,4204.62,4301.54,4592.82,4439.49,2
1588,4390.77,4114.36,4306.15,4169.23,4338.97,4612.82,4075.9,4592.31,4175.38,4192.82,4196.92,4297.44,4579.49,4430.26,2
1589,4388.21,4112.31,4300.51,4169.23,4340,4614.87,4075.9,4601.54,4180.51,4187.18,4192.31,4296.92,4570.77,4429.23,2
1590,4389.74,4109.23,4297.44,4171.79,4344.1,4609.74,4071.28,4599.49,4173.33,4191.79,4193.85,4295.9,4575.38,4428.72,2
1591,4389.74,4108.72,4300.51,4174.36,4348.72,4605.64,4068.72,4594.36,4167.69,4199.49,4200,4295.9,4585.13,4428.72,2
1592,4383.59,4107.18,4308.21,4172.82,4349.23,4606.67,4069.23,4595.9,4175.9,4206.67,4204.62,4297.44,4585.64,4429.74,2
1593,4378.46,4102.05,4307.69,4170.77,4347.18,4606.15,4064.62,4598.97,4178.97,4208.21,4205.64,4297.95,4581.54,4425.13,2
1594,4375.38,4097.95,4300,4172.82,4350.26,4606.15,4060,4596.41,4180,4207.69,4207.18,4298.97,4585.13,4418.97,2
1595,4365.13,4089.23,4293.33,4170.77,4351.79,4615.38,4069.23,4598.46,4188.21,4210.26,4205.13,4297.95,4581.03,4407.69,2
1596,4347.18,4070.77,4288.72,4153.85,4345.13,4627.18,4085.64,4604.62,4189.74,4202.56,4191.79,4288.72,4558.46,4385.64,2
1597,4333.33,4054.87,4283.59,4140.51,4339.49,4628.21,4090.26,4605.13,4184.62,4192.31,4175.38,4279.49,4542.05,4370.26,2
1598,4325.64,4051.28,4279.49,4145.64,4341.54,4623.59,4087.69,4606.67,4193.33,4196.41,4175.9,4279.49,4545.64,4371.28,2
1599,4321.03,4055.38,4281.03,4152.31,4345.64,4623.08,4089.23,4613.33,4203.08,4206.15,4185.13,4283.08,4553.85,4371.79,2
1600,4317.44,4054.36,4286.67,4149.23,4344.62,4620.51,4088.21,4611.28,4190.77,4206.67,4188.72,4286.67,4556.92,4371.79,2
1601,4322.56,4053.85,4291.28,4150.26,4342.05,4615.9,4083.59,4600,4180.51,4203.08,4188.72,4287.69,4562.05,4380,2
1602,4332.31,4056.41,4294.87,4154.87,4342.56,4612.82,4081.03,4597.95,4186.67,4205.64,4194.36,4288.21,4570.26,4385.13,2
1603,4325.64,4052.82,4292.31,4152.82,4344.1,4613.33,4081.03,4603.59,4189.23,4207.69,4197.95,4289.74,4570.77,4377.44,2
1604,4311.79,4047.18,4285.13,4149.74,4344.62,4617.44,4081.03,4603.59,4185.64,4204.62,4192.31,4288.72,4562.05,4369.23,2
1605,4309.74,4047.18,4284.1,4152.31,4343.59,4621.54,4082.05,4603.59,4184.1,4206.15,4188.21,4289.74,4559.49,4368.21,2
1606,4309.23,4042.56,4286.15,4152.31,4340,4623.59,4087.18,4609.23,4182.56,4207.69,4190.77,4290.77,4561.03,4363.59,2
1607,4301.54,4036.92,4281.03,4145.64,4339.49,4624.62,4088.21,4612.82,4185.13,4204.1,4189.23,4286.15,4557.95,4354.36,2
1608,4295.38,4035.38,4277.44,4139.49,4344.1,4628.72,4086.67,4614.87,4195.9,4203.59,4183.59,4278.46,4552.31,4342.56,2
1609,4288.21,4028.72,4276.92,4138.46,4344.1,4632.31,4086.67,4616.41,4193.33,4202.05,4172.82,4271.28,4539.49,4333.85,2
1610,4279.49,4023.08,4273.85,4139.49,4342.56,4630.77,4090.77,4611.28,4183.59,4191.79,4164.62,4268.72,4531.79,4340,2
1611,4279.49,4026.67,4276.92,4138.97,4344.62,4630.77,4096.92,4609.74,4185.64,4189.74,4168.72,4273.33,4540.51,4348.21,2
1612,4284.1,4025.13,4281.03,4136.92,4343.59,4634.36,4099.49,4618.97,4201.03,4200,4175.9,4279.49,4548.72,4344.62,2
1613,4284.1,4020.51,4278.97,4137.44,4344.1,4634.87,4101.03,4630.26,4212.82,4207.69,4180,4284.1,4549.74,4346.15,2
1614,4285.13,4025.64,4279.49,4140.51,4346.67,4634.36,4097.95,4631.79,4204.62,4211.79,4183.59,4286.67,4551.79,4346.15,2
1615,4285.13,4025.13,4280,4141.54,4342.56,4633.85,4091.28,4624.62,4192.82,4206.67,4182.56,4281.54,4551.79,4331.79,2
1616,4275.9,4016.92,4274.87,4137.44,4339.49,4631.79,4090.26,4619.49,4191.28,4195.38,4176.92,4274.36,4544.62,4329.23,2
1617,4269.23,4018.97,4268.72,4135.9,4344.62,4629.74,4092.82,4617.44,4198.46,4198.46,4176.92,4273.33,4543.59,4341.54,2
1618,4271.79,4023.08,4267.69,4136.41,4347.69,4628.21,4088.21,4612.31,4196.41,4206.15,4180.51,4272.82,4550.77,4338.97,2
1619,4271.79,4017.44,4268.21,4132.31,4345.13,4629.23,4087.18,4607.18,4185.13,4199.49,4181.03,4269.74,4552.31,4330.77,2
1620,4265.13,4007.18,4264.62,4125.64,4341.54,4631.28,4094.36,4606.67,4187.18,4193.85,4177.95,4273.85,4548.21,4331.28,2
1621,4260,4000.51,4258.97,4121.03,4336.92,4631.28,4096.92,4609.74,4196.41,4202.05,4176.92,4276.41,4548.72,4334.36,2
1622,4264.62,4003.59,4260,4121.54,4338.46,4632.82,4097.44,4615.38,4194.36,4208.72,4187.18,4272.31,4557.95,4338.97,2
1623,4266.15,4005.13,4263.08,4122.05,4342.05,4631.28,4098.97,4616.92,4189.23,4204.1,4188.72,4271.28,4556.41,4337.44,2
1624,4262.05,4002.05,4261.03,4121.54,4342.56,4624.1,4096.92,4613.33,4198.46,4207.18,4182.05,4272.82,4553.85,4332.31,2
1625,4264.1,4003.59,4262.05,4123.08,4341.03,4624.1,4097.95,4619.49,4207.18,4217.95,4186.15,4269.74,4557.95,4336.41,2
1626,4263.08,4004.1,4262.05,4121.54,4340.51,4632.82,4105.13,4629.74,4205.64,4216.41,4187.69,4265.64,4553.85,4340,2
1627,4254.36,3994.36,4255.9,4115.38,4343.08,4635.38,4107.18,4630.77,4208.72,4214.36,4181.54,4267.18,4551.79,4331.79,2
1628,4253.33,3993.85,4249.23,4115.38,4344.62,4631.79,4105.64,4625.13,4211.28,4221.03,4182.56,4266.67,4555.9,4327.69,2
1629,4259.49,4000.51,4249.23,4118.46,4342.05,4631.28,4105.64,4620,4201.54,4217.95,4186.15,4264.62,4555.38,4333.33,2
1630,4256.41,3996.92,4252.31,4117.44,4342.05,4632.31,4103.59,4615.9,4190.77,4204.1,4184.62,4265.64,4552.31,4334.87,2
1631,4253.85,3992.31,4250.26,4114.36,4344.1,4628.72,4100.51,4613.85,4191.79,4201.03,4183.59,4268.21,4552.82,4330.77,2
1632,4254.87,3990.77,4249.23,4110.77,4342.05,4624.62,4102.05,4612.82,4193.85,4202.05,4184.62,4269.23,4548.21,4328.72,2
1633,4252.82,3990.77,4255.9,4113.33,4340.51,4625.64,4102.05,4611.79,4184.62,4194.87,4185.13,4272.31,4544.1,4330.77,2
1634,4253.85,3997.95,4257.95,4120,4342.56,4629.74,4093.85,4609.23,4178.97,4192.82,4184.1,4270.26,4551.28,4329.23,2
1635,4252.31,3998.46,4250.77,4117.44,4343.08,4631.28,4090.26,4608.21,4191.79,4200,4174.36,4262.05,4545.13,4321.54,2
1636,4245.13,3990.26,4245.13,4116.41,4343.08,4633.33,4096.41,4614.36,4204.1,4206.67,4170.26,4260,4535.38,4321.03,2
1637,4247.69,3989.74,4247.69,4120.51,4343.59,4633.33,4096.92,4622.05,4205.64,4215.9,4185.64,4267.18,4558.97,4337.44,2
1638,4255.9,3988.72,4249.74,4113.85,4342.05,4626.15,4091.28,4618.97,4208.21,4229.74,4203.08,4272.31,4592.31,4347.18,2
1639,4250.77,3972.31,4250.26,4104.1,4336.41,4624.62,4094.36,4613.33,4210.77,4233.85,4204.1,4271.28,4594.36,4337.95,1
1640,4240.51,3961.03,4244.1,4101.03,4332.82,4630.26,4100.51,4615.38,4207.18,4225.13,4194.36,4266.15,4580.51,4328.72,1
1641,4239.49,3965.64,4234.87,4098.46,4332.82,4629.74,4097.95,4617.95,4202.56,4215.9,4190.77,4259.49,4576.41,4325.64,1
1642,4242.56,3966.15,4235.9,4095.38,4332.31,4626.67,4094.87,4612.82,4200,4213.33,4193.33,4260,4574.87,4328.72,1
